Item ID,Description,,Weight,Weight Unit of Measure,price
61141,Dark Chocolate Walnuts,,10,lb,$84.20 
MILK CHOCOLATE,,,,lb,$0.00 
62111,Milk Chocolate Almonds,,20,lb,$148.90 
62711,Milk Chocolate Animal Crackers,,10,lb,$64.65 
62451,Milk Chocolate Boulders ,,30,lb,$246.65 
62521,Milk Chocolate Caramels,,30,lb,$177.35 
62121,Milk Chocolate Cashews,,10,lb,$87.80 
62331,Milk Chocolate Coconut Clusters,,14,lb,$119.15 
62651,Milk Chocolate Cookie Dough,,10,lb,$173.90 
62531,Milk Chocolate English Toffee,,25,lb,$236.10 
62411,Milk Chocolate Ernies (M&M Style),,30,lb,$143.35 
62741,Milk Chocolate Graham Crackers,,15,lb,$101.65 
62211,Milk Chocolate Malt Balls _ Double Dipped,,20,lb,$135.55 
62791,Milk Chocolate Mini Peanut Butter Cups,,10,lb,$39.40 
62231,Milk Chocolate Mint Cookie Malt Balls,,20,lb,$145.35 
62761,Milk Chocolate Muddy Bears (Gummy Bears),,15,lb,$91.65 
62551,Milk Chocolate Peanut Caramel Patties,,25,lb,$186.10 
62131,Milk Chocolate Peanut Clusters,,25,lb,$160.55 
62141,Milk Chocolate Peanut Gems (M&M Style),,30,lb,$198.00 
62151,Milk Chocolate Peanuts _ Double Dipped,,25,lb,$148.90 
62161,Milk Chocolate Peanuts _ Panned,,25,lb,$148.90 
62541,Milk Chocolate Pecan Caramel Patties,,25,lb,$286.10 
62171,Milk Chocolate Pecans,,25,lb,$260.55 
62621,Milk Chocolate Pretzels,,14,lb,$86.00 
62351,Milk Chocolate Raisins,,20,lb,$119.10 
62631,Milk Chocolate ReeseÍs Pieces,,25,lb,$156.65 
62421,Milk Chocolate Rocks,,30,lb,$213.35 
62441,Milk Chocolate Stars,,35,lb,$215.45 
62181,Milk Chocolate Candy Coated Sunkernels,,30,lb,$115.80 
MIXED CHOCOLATE,,,,lb,$0.00 
61421,Dark & Milk Chocolate Bridge Mix,,30,lb,$185.35 
62641,Tuxedo Pretzels (Milk Chocolate and Yogurt),,20,lb,$105.30 
SMOOTH AND MELTY MINTS,,,,lb,$0.00 
66111,Smooth & Melty Mints _ Pastel _ Large,,25,lb,$148.90 
66121,Smooth & Melty Mints _ Pastel _ Mini ,,25,lb,$153.90 
.,,,,lb,$0.00 
64111,1000 ct. Milk Chocolate Chips,,25,lb,$168.90 
64141,700 ct. White Chocolate Chips,,25,lb,$101.65 
64151,900 ct. Bittersweet Chocolate Chips ,,25,lb,$60.00 
62781,Butterfinger Topping Chopped,,10,lb,$71.35 
64161,Cacao Nibs - NEW! ,,40,lb,$177.60 
62771,Cookies N Cream Topping Chopped,,10,lb,$47.35 
62701,Heath Bits Chopped ,,50,lb,$284.45 
64211,Mini Semisweet Chocolate Gems,,36,lb,$247.20 
62481,Milk Chocolate Teenies (Mini M&M Style) ,,30,lb,$202.00 
64231,Mini ReeseÍs Pieces,,25,lb,$161.65 
64241,Praline Pecan Bites,,20,lb,$221.80 
CLASEN CHOCOLATE,,,,lb,$0.00 
65211,Alpine Dark Melting Wafers ,,25,lb,$100.00 
65221,Alpine Milk Melting Wafers ,,25,lb,$100.00 
65241,Alpine Bright White Melting Wafers ,,25,lb,$105.55 
65231,Alpine White Melting Wafers ,,25,lb,$100.00 
MARICH ,,,,lb,$0.00 
63451,Marich Assorted Green Bean Jelly Beans,,10,lb,$40.50 
63831,Marich Celestial Sours,,10,lb,$37.50 
63511,Marich Chocolate Berry Blues,,10,lb,$66.00 
63341,Marich Chocolate Espresso Beans,,10,lb,$64.00 
63351,Marich Chocolate Malt Balls,,15,lb,$75.75 
63521,Marich Chocolate Rapberries,,10,lb,$81.00 
63181,Marich Coconut Curry Cashews,,10,lb,$69.00 
63161,Marich Dark Chocolate Almonds,,10,lb,$64.00 
63141,Marich Dark Chocolate Chipotle Almonds,,10,lb,$64.00 
63661,Marich Dark Choc. Sea Salt Caramel Popcorn ,,7,lb,$39.20 
63221,Marich Dark Chocolate Sea Salt Caramels ,,10,lb,$56.00 
63151,Marich Milk Chocolate Almonds,,10,lb,$64.00 
63171,Marich Milk Chocolate Peanuts,,10,lb,$48.50 
63541,Marich Milk Chocolate Raisins,,10,lb,$48.50 
63651,Marich Milk Choc. Sea Salt Caramel Popcorn ,,7,lb,$39.20 
63641,Marich Natural Holland Mints,,10,lb,$49.00 
63441,Marich Pastel Cherries,,10,lb,$66.00 
63111,Marich Pastel Jordan Almonds,,10,lb,$56.00 
63731,Marich Raspberry Trufflz,,10,lb,$58.00 
63231,Marich Red Apple Caramels,,10,lb,$56.00 
63851,Marich Triple Chocolate Toffee ,,10,lb,$64.00 
63321,Marich Tuxedo Beans,,10,lb,$64.00 
